Run,Organism,create_date,geo_loc_name_country,geo_loc_name_country_continent,Collection_Date,isolation_source,HOST
SRR10554318,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554319,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554320,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554321,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554322,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554323,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554324,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554325,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554326,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554327,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554328,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554329,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554330,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554331,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554332,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554333,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554334,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554335,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554336,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554337,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554338,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554339,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554340,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554341,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554342,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554343,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554344,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554345,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554346,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554347,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554348,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554349,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554350,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554351,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554352,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554353,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554354,Escherichia coli,2019-11-28T15:30:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554355,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554356,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554357,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554358,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554359,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554360,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554361,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554362,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554363,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554364,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554365,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554366,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554367,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554368,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554369,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554370,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554371,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554372,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554373,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554374,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554375,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554376,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554377,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554378,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554379,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554380,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554381,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554382,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554383,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554384,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554385,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554386,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554387,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554388,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554389,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554390,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554391,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554392,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554393,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554394,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554395,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554396,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554397,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554398,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554399,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554400,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554401,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554402,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554403,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554404,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554405,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554406,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554407,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554408,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554409,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554410,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554411,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554412,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554413,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554414,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554415,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554416,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554417,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554418,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554419,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554420,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554421,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554422,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554423,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554424,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554425,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554426,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554427,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554428,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554429,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554430,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554431,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554432,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554433,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554434,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554435,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554436,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554437,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554438,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554439,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554440,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554441,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554442,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554443,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554444,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554445,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554446,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554447,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554448,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554449,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554450,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554451,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554452,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554453,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554454,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554455,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554456,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554457,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554458,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554459,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554460,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554461,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554462,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554463,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554464,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554465,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554466,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554467,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554468,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554469,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554470,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554471,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554472,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554473,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554474,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554475,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554476,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554477,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554478,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554479,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554480,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554481,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554482,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554483,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554484,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554485,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554486,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554487,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554488,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554489,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554490,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554491,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554492,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554493,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554494,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554495,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554496,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554497,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554498,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554499,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554500,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554501,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554502,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554503,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554504,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554505,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554506,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554507,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554508,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554509,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554510,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554511,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554512,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554513,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554514,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554515,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554516,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554517,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554518,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554519,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554520,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554521,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554522,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554523,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554524,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554525,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554526,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554527,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554528,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554529,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554530,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554531,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554532,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554533,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554534,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554535,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554536,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554537,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554538,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554539,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554540,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554541,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554542,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554543,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554544,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554545,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554546,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554547,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554548,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554549,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554550,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554551,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554552,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554553,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554554,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554555,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554556,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554557,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554558,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554559,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554560,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554561,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554562,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554563,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554564,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554565,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554566,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554567,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554568,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554569,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554570,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554571,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554572,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554573,Escherichia coli,2019-11-28T15:31:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554574,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
SRR10554575,Escherichia coli,2019-11-28T15:32:00Z,Israel,Asia,2016-12/2017-01,not applicable,
